projectName;name;pathFile;productionFile;junitVersion;loc;qtdMethods;testSmellName;testSmellMethod;testSmellLineBegin;testSmellLineEnd
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test29;1036, 1060, 1091;1036, 1060, 1091
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test29;1037, 1061, 1092;1037, 1061, 1092
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test29;1038, 1062, 1093;1038, 1062, 1093
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test29;1039, 1063, 1094;1039, 1063, 1094
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test29;1064, 1095;1064, 1095
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test29;1065, 1096;1065, 1096
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test29;1066, 1097;1066, 1097
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test30;1106, 1112, 1129, 1149;1106, 1112, 1129, 1149
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test30;1107, 1113, 1130, 1150;1107, 1113, 1130, 1150
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test30;1108, 1114, 1131, 1151;1108, 1114, 1131, 1151
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test30;1115, 1132, 1152;1115, 1132, 1152
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test30;1116, 1133, 1153;1116, 1133, 1153
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test30;1117, 1134, 1154;1117, 1134, 1154
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test30;1118, 1135, 1155;1118, 1135, 1155
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test30;1119, 1136, 1156;1119, 1136, 1156
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test30;1120, 1137, 1157;1120, 1137, 1157
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test30;1121, 1138, 1158;1121, 1138, 1158
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test30;1122, 1139, 1159;1122, 1139, 1159
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test30;1123, 1140, 1160;1123, 1140, 1160
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test30;1124, 1141, 1161;1124, 1141, 1161
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test30;1125, 1142, 1162;1125, 1142, 1162
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test30;1143, 1163;1143, 1163
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test30;1144, 1164;1144, 1164
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test30;1145, 1165;1145, 1165
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test31;1174, 1186;1174, 1186
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test31;1175, 1187;1175, 1187
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test31;1176, 1188;1176, 1188
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test31;1177, 1189;1177, 1189
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test31;1178, 1190;1178, 1190
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test31;1179, 1191;1179, 1191
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test32;1206, 1217, 1231, 1251, 1274;1206, 1217, 1231, 1251, 1274
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test32;1207, 1218, 1232, 1252, 1275;1207, 1218, 1232, 1252, 1275
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test32;1208, 1219, 1233, 1253, 1276;1208, 1219, 1233, 1253, 1276
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test32;1209, 1220, 1234, 1254, 1277;1209, 1220, 1234, 1254, 1277
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test32;1210, 1221, 1235, 1255, 1278;1210, 1221, 1235, 1255, 1278
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test32;1211, 1222, 1236, 1256, 1279;1211, 1222, 1236, 1256, 1279
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test32;1212, 1223, 1237, 1257, 1280;1212, 1223, 1237, 1257, 1280
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test32;1213, 1224, 1238, 1258, 1281;1213, 1224, 1238, 1258, 1281
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test32;1225, 1239, 1259, 1282;1225, 1239, 1259, 1282
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test32;1226, 1240, 1260, 1283;1226, 1240, 1260, 1283
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test32;1227, 1241, 1261, 1284;1227, 1241, 1261, 1284
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test32;1242, 1262, 1285;1242, 1262, 1285
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test32;1243, 1263, 1286;1243, 1263, 1286
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test32;1244, 1264, 1287;1244, 1264, 1287
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test32;1245, 1265, 1288;1245, 1265, 1288
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test32;1246, 1266, 1289;1246, 1266, 1289
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test32;1247, 1267, 1290;1247, 1267, 1290
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test32;1268, 1291;1268, 1291
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test32;1269, 1292;1269, 1292
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test32;1270, 1293;1270, 1293
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test33;1302, 1316, 1339, 1355;1302, 1316, 1339, 1355
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test33;1303, 1317, 1340, 1356;1303, 1317, 1340, 1356
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test33;1304, 1318, 1341, 1357;1304, 1318, 1341, 1357
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test33;1305, 1319, 1342, 1358;1305, 1319, 1342, 1358
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test33;1306, 1320, 1343, 1359;1306, 1320, 1343, 1359
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test33;1307, 1321, 1344, 1360;1307, 1321, 1344, 1360
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test33;1308, 1322, 1345, 1361;1308, 1322, 1345, 1361
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test33;1309, 1323, 1346, 1362;1309, 1323, 1346, 1362
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test33;1310, 1324, 1347, 1363;1310, 1324, 1347, 1363
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test33;1311, 1325, 1348, 1364;1311, 1325, 1348, 1364
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test33;1312, 1326, 1349, 1365;1312, 1326, 1349, 1365
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test33;1327, 1350, 1366;1327, 1350, 1366
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test33;1328, 1351, 1367;1328, 1351, 1367
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test33;1329, 1352, 1368;1329, 1352, 1368
aux2;HookHotDeployListenerTest;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener_ESTest.java;C:\Users\maxim\.jnose_projects\aux2\arquivos\G01\108_liferay\evosuite-tests\com\liferay\portal\deploy\hot\HookHotDeployListener.java;JUnit4;2869;56;Duplicate Assert;test34;1377, 1392;1377, 1392
