Element Name,WhileCount,ConditionCount,RedundantCount,IfCount,ExceptionCount,ForeachCount,PrintCount,TotalAssertCount,SwitchCount,MysteryCount,ForCount,VerboseCount,ResourceOptimismCount,ThreadSleepCount,BadAssertCount,SensitiveCount,MagicNumberCount,Assertion Roulette,Eager Test,Mystery Guest,Sleepy Test,Unknown Test,Redundant Assertion,Dependent Test,Magic Number Test,Conditional Test Logic,EmptyTest,General Fixture,Sensitive Equality,Verbose Test,IgnoredTest,Resource Optimism,Duplicate Assert,Exception Catching Throwing,Print Statement,Lazy Test
com.aelitis.azureus.core.instancemanager.impl.AZOtherInstanceImplTest.test34,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.instancemanager.impl.AZOtherInstanceImplTest.test35,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,0,3,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.instancemanager.impl.AZOtherInstanceImplTest.test36,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,0,3,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.instancemanager.impl.AZOtherInstanceImplTest.test37,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.instancemanager.impl.AZOtherInstanceImplTest.test38,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,1,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.instancemanager.impl.AZOtherInstanceImplTest.test39,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,1,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.instancemanager.impl.AZOtherInstanceImplTest.test40,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,0,3,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.instancemanager.impl.AZOtherInstanceImplTest.test41,0,0,0,0,1,0,0,7,0,0,0,0,0,0,7,0,3,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.instancemanager.impl.AZOtherInstanceImplTest.test42,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.instancemanager.impl.AZOtherInstanceImplTest.test43,0,0,0,0,1,0,0,5,0,0,0,0,0,0,5,0,4,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.instancemanager.impl.AZOtherInstanceImplTest.test44,0,0,0,0,1,0,0,6,0,0,0,0,0,0,6,0,4,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.instancemanager.impl.AZOtherInstanceImplTest.test45,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,3,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.metasearch.impl.ExternalLoginWindowTest.test0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
com.aelitis.azureus.core.metasearch.impl.ExternalLoginWindowTest.test1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
com.aelitis.azureus.core.nat.NATTraverserTest.test0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
com.aelitis.azureus.core.nat.NATTraverserTest.test1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
com.aelitis.azureus.core.nat.NATTraverserTest.test2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
com.aelitis.azureus.core.nat.NATTraverserTest.test3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
com.aelitis.azureus.core.nat.NATTraverserTest.test4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.nat.NATTraverserTest.test5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.nat.NATTraverserTest.test6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
com.aelitis.azureus.core.nat.NATTraverserTest.test7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
com.aelitis.azureus.core.nat.NATTraverserTest.test8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test00,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,2,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test01,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,0,3,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test02,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,1,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test03,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,1,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test04,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,1,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test05,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test06,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test07,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test08,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test09,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test10,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test11,0,0,0,0,1,0,0,5,0,0,0,0,0,0,5,0,3,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test12,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test13,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test14,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test15,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,2,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test17,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,0,2,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test18,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,0,3,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test19,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,2,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test20,0,0,0,0,1,0,0,4,0,0,0,0,0,0,4,0,3,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test21,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,2,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test22,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,2,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test23,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,2,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test24,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,2,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
com.aelitis.azureus.core.peermanager.messaging.azureus.AZMessageDecoderTest.test25,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,2,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
org.bouncycastle.asn1.pkcs.CertificationRequestInfoTest.test00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.bouncycastle.asn1.pkcs.CertificationRequestInfoTest.test01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.bouncycastle.asn1.pkcs.CertificationRequestInfoTest.test02,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.bouncycastle.asn1.pkcs.CertificationRequestInfoTest.test03,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.bouncycastle.asn1.pkcs.CertificationRequestInfoTest.test04,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
org.bouncycastle.asn1.pkcs.CertificationRequestInfoTest.test05,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
org.bouncycastle.asn1.pkcs.CertificationRequestInfoTest.test06,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
org.bouncycastle.asn1.pkcs.CertificationRequestInfoTest.test07,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.bouncycastle.asn1.pkcs.CertificationRequestInfoTest.test08,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
org.bouncycastle.asn1.pkcs.CertificationRequestInfoTest.test09,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
org.bouncycastle.asn1.pkcs.CertificationRequestInfoTest.test10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.bouncycastle.asn1.pkcs.CertificationRequestInfoTest.test11,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
org.bouncycastle.asn1.pkcs.CertificationRequestInfoTest.test12,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
org.bouncycastle.asn1.pkcs.CertificationRequestInfoTest.test13,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.bouncycastle.asn1.pkcs.CertificationRequestInfoTest.test14,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.bouncycastle.asn1.pkcs.CertificationRequestInfoTest.test15,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.bouncycastle.asn1.pkcs.CertificationRequestInfoTest.test16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
org.bouncycastle.asn1.pkcs.CertificationRequestInfoTest.test17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.bouncycastle.asn1.pkcs.CertificationRequestInfoTest.test18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.bouncycastle.asn1.pkcs.CertificationRequestInfoTest.test19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
org.bouncycastle.crypto.params.ElGamalKeyParametersTest.test0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.bouncycastle.crypto.params.ElGamalKeyParametersTest.test1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.bouncycastle.crypto.params.ElGamalKeyParametersTest.test2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.bouncycastle.crypto.params.ElGamalKeyParametersTest.test3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.bouncycastle.crypto.params.ElGamalKeyParametersTest.test4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.bouncycastle.crypto.params.ElGamalKeyParametersTest.test5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.bouncycastle.crypto.params.ElGamalKeyParametersTest.test6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.pluginsimpl.local.clientid.ClientIDManagerImplTest.test0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.pluginsimpl.local.clientid.ClientIDManagerImplTest.test1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.pluginsimpl.local.clientid.ClientIDManagerImplTest.test2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.pluginsimpl.local.clientid.ClientIDManagerImplTest.test3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
org.gudy.azureus2.pluginsimpl.local.clientid.ClientIDManagerImplTest.test4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.pluginsimpl.local.clientid.ClientIDManagerImplTest.test5,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.pluginsimpl.local.clientid.ClientIDManagerImplTest.test6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.pluginsimpl.local.clientid.ClientIDManagerImplTest.test7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
org.gudy.azureus2.pluginsimpl.local.clientid.ClientIDManagerImplTest.test8,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.ShowTest.test00,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,true
org.gudy.azureus2.ui.console.commands.ShowTest.test01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
org.gudy.azureus2.ui.console.commands.ShowTest.test02,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
org.gudy.azureus2.ui.console.commands.ShowTest.test03,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.ShowTest.test04,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.ShowTest.test05,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.ShowTest.test06,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.ShowTest.test07,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.ShowTest.test08,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.ShowTest.test09,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.ShowTest.test10,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.ShowTest.test11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.ShowTest.test12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.ShowTest.test13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.ShowTest.test14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
org.gudy.azureus2.ui.console.commands.ShowTest.test15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.ShowTest.test16,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.ShowTest.test17,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.ShowTest.test18,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.ShowTest.test19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.ShowTest.test20,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.ShowTest.test21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
org.gudy.azureus2.ui.console.commands.ShowTest.test22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.XMLTest.test0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.XMLTest.test1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.XMLTest.test2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.XMLTest.test3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.XMLTest.test4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.console.commands.XMLTest.test5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
org.gudy.azureus2.ui.swt.mainwindow.MainMenuTest.test0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,null
org.gudy.azureus2.ui.swt.views.TorrentOptionsViewTest.test00,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.swt.views.TorrentOptionsViewTest.test01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.swt.views.TorrentOptionsViewTest.test02,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.swt.views.TorrentOptionsViewTest.test03,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.swt.views.TorrentOptionsViewTest.test04,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.swt.views.TorrentOptionsViewTest.test05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.swt.views.TorrentOptionsViewTest.test06,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.swt.views.TorrentOptionsViewTest.test07,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.swt.views.TorrentOptionsViewTest.test08,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.swt.views.TorrentOptionsViewTest.test09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.swt.views.TorrentOptionsViewTest.test10,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.swt.views.TorrentOptionsViewTest.test11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true
org.gudy.azureus2.ui.swt.views.TorrentOptionsViewTest.test12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true
